gt_value,prediction,error,absolute_error,relative_error,absolute_relative_error,relative_error_percent,absolute_relative_error_percent
574200,528636.2041589284,-45563.79584107164,45563.79584107164,-0.07935178655707356,0.07935178655707356,-7.9351786557073565,7.9351786557073565
495000,522303.38833536813,27303.38833536813,27303.38833536813,0.05515836027347097,0.05515836027347097,5.515836027347097,5.515836027347097
813050,766607.2018881036,-46442.79811189638,46442.79811189638,-0.05712169991008718,0.05712169991008718,-5.712169991008718,5.712169991008718
282800,280093.86945692636,-2706.1305430736393,2706.1305430736393,-0.009569061326285853,0.009569061326285853,-0.9569061326285853,0.9569061326285853
420750,408539.4599744212,-12210.540025578812,12210.540025578812,-0.029020891326390522,0.029020891326390522,-2.9020891326390523,2.9020891326390523
643500,520484.8730739006,-123015.12692609942,123015.12692609942,-0.1911656984088569,0.1911656984088569,-19.11656984088569,19.11656984088569
530250,526466.6288579241,-3783.3711420758627,3783.3711420758627,-0.0071350705178234095,0.0071350705178234095,-0.713507051782341,0.713507051782341
524700,509754.0652132381,-14945.934786761878,14945.934786761878,-0.028484724198135844,0.028484724198135844,-2.8484724198135845,2.8484724198135845
331650,348827.4164640738,17177.416464073816,17177.416464073816,0.05179380812324383,0.05179380812324383,5.179380812324383,5.179380812324383
530250,529662.4480992212,-587.5519007787807,587.5519007787807,-0.0011080658194790771,0.0011080658194790771,-0.11080658194790771,0.11080658194790771
353500,344584.74578474805,-8915.254215251945,8915.254215251945,-0.025219955347247372,0.025219955347247372,-2.5219955347247374,2.5219955347247374
244420,267011.68339120713,22591.68339120713,22591.68339120713,0.09242976594062323,0.09242976594062323,9.242976594062323,9.242976594062323
792000,830741.3006929302,38741.300692930236,38741.300692930236,0.04891578370319474,0.04891578370319474,4.891578370319475,4.891578370319475
470250,460182.95119626925,-10067.048803730751,10067.048803730751,-0.021407865611335994,0.021407865611335994,-2.1407865611335994,2.1407865611335994
544500,574341.8330935831,29841.833093583118,29841.833093583118,0.05480593772926193,0.05480593772926193,5.480593772926193,5.480593772926193
1287750,1042458.468831299,-245291.531168701,245291.531168701,-0.1904807075664539,0.1904807075664539,-19.04807075664539,19.04807075664539
454500,514086.1914508252,59586.191450825194,59586.191450825194,0.13110273146496193,0.13110273146496193,13.110273146496192,13.110273146496192
1188000,1119397.3927334347,-68602.60726656532,68602.60726656532,-0.05774630241293377,0.05774630241293377,-5.7746302412933765,5.7746302412933765
454500,509801.48280495196,55301.48280495196,55301.48280495196,0.12167542971386569,0.12167542971386569,12.167542971386569,12.167542971386569
606000,651771.0779952292,45771.07799522916,45771.07799522916,0.07552983167529564,0.07552983167529564,7.552983167529565,7.552983167529565
277750,281740.3928840627,3990.3928840627195,3990.3928840627195,0.014366851067732564,0.014366851067732564,1.4366851067732564,1.4366851067732564
479750,457090.00838623935,-22659.99161376065,22659.99161376065,-0.04723291633926138,0.04723291633926138,-4.723291633926138,4.723291633926138
554400,577630.7491651179,23230.749165117857,23230.749165117857,0.041902505709087046,0.041902505709087046,4.190250570908704,4.190250570908704
405900,423111.48666563636,17211.48666563636,17211.48666563636,0.042403268454388666,0.042403268454388666,4.240326845438867,4.240326845438867
445500,499820.3997512397,54320.39975123969,54320.39975123969,0.1219313125729286,0.1219313125729286,12.19313125729286,12.19313125729286
782750,822087.1259972417,39337.1259972417,39337.1259972417,0.05025503161576711,0.05025503161576711,5.025503161576711,5.025503161576711
368650,379534.6373678957,10884.637367895688,10884.637367895688,0.029525667619410518,0.029525667619410518,2.9525667619410516,2.9525667619410516
792000,832841.9110036333,40841.911003633286,40841.911003633286,0.051568069449031924,0.051568069449031924,5.156806944903193,5.156806944903193
425700,418731.659669487,-6968.34033051302,6968.34033051302,-0.016369133968787926,0.016369133968787926,-1.6369133968787926,1.6369133968787926
1111000,1050323.4881031103,-60676.51189688966,60676.51189688966,-0.05461432213941463,0.05461432213941463,-5.461432213941463,5.461432213941463
