feature,importance
source_1,0.6330914282587186
woz_value,0.3187746356759383
municipality,0.01026170649309891
source_2,0.007814271980136376
source_3,0.005335171520081706
floor_area,0.004972660316068342
woz_days_diff,0.00442522855090894
plot_area,0.003945722601201064
latitude,0.002187598451836409
build_year,0.0021667629909786702
volume,0.0021237662340909394
longitude,0.0016319983313582598
energy_label,0.0015949875473762227
object_type,0.0009730033429866425
province,0.0007010577052205609
